"","enzyme","nps","Cycle","mean","sd"
"575","phusion","CuO",15,73385.584,3204.37689382225
"576","phusion","CuO",16,92235.19925,3962.45767874563
"577","phusion","CuO",17,116772.58225,4866.54581995077
"578","phusion","CuO",18,146013.3045,6144.26261540128
"579","phusion","CuO",19,177523.621,7762.90608633187
"580","phusion","CuO",20,208126.58975,9390.32603032393
"581","phusion","CuO",21,234391.289,10994.6056138809
"582","phusion","CuO",22,255367.84375,12633.3216048955
"583","phusion","CuO",23,271155.32425,13777.3120212625
"584","phusion","CuO",24,282821.6405,14628.7360781478
"585","phusion","CuO",25,291083.047,15252.3879590216
"586","phusion","CuO",26,296522.375,15553.3823219412
"587","phusion","CuO",27,300810.5315,16056.0167158794
"588","phusion","CuO",28,304536.41375,16986.2130783359
"589","phusion","CuO",29,306153.96075,16125.9196654363
"590","phusion","CuO",30,307445.39825,16527.5731230275
"591","phusion","CuO",31,308857.414,16637.0273285842
"592","phusion","CuO",32,309906.69525,16087.9128130922
"593","phusion","CuO",33,310047.50775,16112.9615946334
"594","phusion","CuO",34,310204.46075,15968.265919812
"595","phusion","CuO",35,310553.52325,15230.3846915929
"596","phusion","CuO",36,310913.35175,14911.6086209739
"597","phusion","CuO",37,310485.07025,14695.7386209431
"598","phusion","CuO",38,310319.12525,14032.4897282923
"599","phusion","CuO",39,310185.38275,13699.5982313836
"600","phusion","CuO",40,309994.88275,14181.0586490257
"601","phusion","TiO2",1,33100.32125,1101.7397296804
"602","phusion","TiO2",2,32997.554,1177.7229705484
"603","phusion","TiO2",3,32701.917,1277.5140185467
"604","phusion","TiO2",4,32416.758,1264.20131637515
"605","phusion","TiO2",5,32081.604,1264.7838229239
"606","phusion","TiO2",6,31667.61675,1347.42040018186
"607","phusion","TiO2",7,31380.72275,1344.62579779143
"608","phusion","TiO2",8,31127.9255,1283.57393112967
"609","phusion","TiO2",9,30845.91275,1328.99060303334
"610","phusion","TiO2",10,30630.67425,1433.30297621807
"611","phusion","TiO2",11,30351.71075,1428.60703940572
"612","phusion","TiO2",12,30127.855,1389.85147177411
"613","phusion","TiO2",13,29989.66125,1357.74174342113
"614","phusion","TiO2",14,29835.85175,1343.13556438343
"615","phusion","TiO2",15,29709.0805,1361.0790305346
"616","phusion","TiO2",16,29530.414,1216.18851632001
"617","phusion","TiO2",17,29434.31875,1199.15774023086
"618","phusion","TiO2",18,29391.6365,1313.99072700495
"619","phusion","TiO2",19,29249.65025,1300.2709382413
"620","phusion","TiO2",20,29180.31675,1240.81758908723
"621","phusion","TiO2",21,29147.116,1273.31905351356
"622","phusion","TiO2",22,29045.26575,1243.29444350628
"623","phusion","TiO2",23,28934.066,1240.61164561222
"624","phusion","TiO2",24,28822.87025,1167.59440961873
"625","phusion","TiO2",25,28720.57275,1151.66386290369
"626","phusion","TiO2",26,28646.97275,1174.70099560339
"627","phusion","TiO2",27,28517.84025,1125.21266678715
"628","phusion","TiO2",28,28419.2445,1162.51813693594
"629","phusion","TiO2",29,28327.5905,1224.99376961912
"630","phusion","TiO2",30,28267.14,1229.34131310172
"631","phusion","TiO2",31,28177.8205,1137.41496389122
"632","phusion","TiO2",32,28055.62025,1057.34024667476
"633","phusion","TiO2",33,28013.2725,1052.83640258573
"634","phusion","TiO2",34,27974.806,1065.00818261489
"635","phusion","TiO2",35,27867.202,1158.32775501352
"636","phusion","TiO2",36,27800.84725,1247.52414035117
"637","phusion","TiO2",37,27739.23625,1246.67205485655
"638","phusion","TiO2",38,27625.62675,1102.83561688022
"639","phusion","TiO2",39,27491.38325,1044.83524759628
"640","phusion","TiO2",40,27457.28525,1045.27588377276
